Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,25014,,25014,,25014,Andrew Emerson,,Aerospace Studies,2B,002,A,Letter Grade,A+,Evolut Of Air Power
7,25014,,25014,,25014,Andrew Emerson,,Aerospace Studies,2B,002,A,Letter Grade,A,Evolut Of Air Power
4,25014,,25014,,25014,Andrew Emerson,,Aerospace Studies,2B,002,A,Letter Grade,A-,Evolut Of Air Power
1,25014,,25014,,25014,Andrew Emerson,,Aerospace Studies,2B,002,B,Letter Grade,B,Evolut Of Air Power
2,25014,,25014,,25014,Andrew Emerson,,Aerospace Studies,2B,002,Credit,Non-Letter Grade,Pass,Evolut Of Air Power
81,21338,,21338,,21338,Andrew Emerson; Shawn Stappen; Mary Holman,,Aerospace Studies,100,001,Credit,Non-Letter Grade,Pass,Leadership Lab
1,21338,,21338,,21338,Andrew Emerson; Shawn Stappen; Mary Holman,,Aerospace Studies,100,001,Credit,Non-Letter Grade,Satisfactory,Leadership Lab
5,21339,,21339,,21339,Andrew Emerson,,Aerospace Studies,135B,001,A,Letter Grade,A,Air Force Studies
2,21339,,21339,,21339,Andrew Emerson,,Aerospace Studies,135B,001,A,Letter Grade,A-,Air Force Studies
13,26252,,26252,,26252,Andrew Emerson,,Aerospace Studies,135B,002,A,Letter Grade,A,Air Force Studies
1,26252,,26252,,26252,Andrew Emerson,,Aerospace Studies,135B,002,F,Letter Grade,F,Air Force Studies
7,21340,,21340,,21340,Ula Taylor; Malika Imhotep,,African American Studies,R1A,001,A,Letter Grade,A+,Fresh Composition
6,21340,,21340,,21340,Ula Taylor; Malika Imhotep,,African American Studies,R1A,001,A,Letter Grade,A,Fresh Composition
3,21340,,21340,,21340,Ula Taylor; Malika Imhotep,,African American Studies,R1A,001,A,Letter Grade,A-,Fresh Composition
1,21340,,21340,,21340,Ula Taylor; Malika Imhotep,,African American Studies,R1A,001,C,Letter Grade,C,Fresh Composition
1,24549,,24549,,24549,Ula Taylor; Brittany Botts,,African American Studies,R1B,001,A,Letter Grade,A+,Freshmn Composition
4,24549,,24549,,24549,Ula Taylor; Brittany Botts,,African American Studies,R1B,001,A,Letter Grade,A,Freshmn Composition
7,24549,,24549,,24549,Ula Taylor; Brittany Botts,,African American Studies,R1B,001,A,Letter Grade,A-,Freshmn Composition
2,24549,,24549,,24549,Ula Taylor; Brittany Botts,,African American Studies,R1B,001,B,Letter Grade,B+,Freshmn Composition
1,24549,,24549,,24549,Ula Taylor; Brittany Botts,,African American Studies,R1B,001,F,Letter Grade,F,Freshmn Composition
3,24549,,24549,,24549,Ula Taylor; Brittany Botts,,African American Studies,R1B,001,Credit,Non-Letter Grade,Pass,Freshmn Composition
1,25023,,25023,,25023,Ula Taylor; John Mundell,,African American Studies,R1B,002,A,Letter Grade,A+,Freshmn Composition
11,25023,,25023,,25023,Ula Taylor; John Mundell,,African American Studies,R1B,002,A,Letter Grade,A,Freshmn Composition
4,25023,,25023,,25023,Ula Taylor; John Mundell,,African American Studies,R1B,002,A,Letter Grade,A-,Freshmn Composition
1,25023,,25023,,25023,Ula Taylor; John Mundell,,African American Studies,R1B,002,B,Letter Grade,B,Freshmn Composition
1,25023,,25023,,25023,Ula Taylor; John Mundell,,African American Studies,R1B,002,Credit,Non-Letter Grade,Pass,Freshmn Composition
8,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,A,Letter Grade,A+,Afam Life & Cul U S
12,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,A,Letter Grade,A,Afam Life & Cul U S
11,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,A,Letter Grade,A-,Afam Life & Cul U S
11,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,B,Letter Grade,B+,Afam Life & Cul U S
13,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,B,Letter Grade,B,Afam Life & Cul U S
5,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,B,Letter Grade,B-,Afam Life & Cul U S
2,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,C,Letter Grade,C,Afam Life & Cul U S
1,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,D,Letter Grade,D+,Afam Life & Cul U S
2,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,D,Letter Grade,D,Afam Life & Cul U S
4,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,F,Letter Grade,F,Afam Life & Cul U S
11,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,Credit,Non-Letter Grade,Pass,Afam Life & Cul U S
6,25300,,25300,,25300,Peace And Love El Henson,,African American Studies,5B,001,No Credit,Non-Letter Grade,Not Pass,Afam Life & Cul U S
3,21345,,21345,,21345,Sam Mchombo,,African American Studies,10B,001,A,Letter Grade,A+,Intermed Swahili
4,21345,,21345,,21345,Sam Mchombo,,African American Studies,10B,001,A,Letter Grade,A,Intermed Swahili
1,21346,,21346,,21346,Sam Mchombo,,African American Studies,11B,001,A,Letter Grade,A+,Elementary Swahili
2,21346,,21346,,21346,Sam Mchombo,,African American Studies,11B,001,A,Letter Grade,A,Elementary Swahili
1,21346,,21346,,21346,Sam Mchombo,,African American Studies,11B,001,A,Letter Grade,A-,Elementary Swahili
1,21346,,21346,,21346,Sam Mchombo,,African American Studies,11B,001,B,Letter Grade,B-,Elementary Swahili
1,21346,,21346,,21346,Sam Mchombo,,African American Studies,11B,001,Credit,Non-Letter Grade,Pass,Elementary Swahili
1,21346,,21346,,21346,Sam Mchombo,,African American Studies,11B,001,Credit,Non-Letter Grade,Satisfactory,Elementary Swahili
2,26991,,26991,,26991,Gladys Ajaelo,,African American Studies,16B,001,A,Letter Grade,A+,Elmentary Igbo
1,26991,,26991,,26991,Gladys Ajaelo,,African American Studies,16B,001,A,Letter Grade,A-,Elmentary Igbo
3,26528,,26528,,26528,Shiferaw Assefa,,African American Studies,18B,001,A,Letter Grade,A+,Elementary Amhari
3,26528,,26528,,26528,Shiferaw Assefa,,African American Studies,18B,001,A,Letter Grade,A,Elementary Amhari
1,26528,,26528,,26528,Shiferaw Assefa,,African American Studies,18B,001,B,Letter Grade,B+,Elementary Amhari
1,26528,,26528,,26528,Shiferaw Assefa,,African American Studies,18B,001,Credit,Non-Letter Grade,Pass,Elementary Amhari
1,26528,,26528,,26528,Shiferaw Assefa,,African American Studies,18B,001,Credit,Non-Letter Grade,Satisfactory,Elementary Amhari
4,27258,,27258,,27258,Shiferaw Assefa,,African American Studies,21B,1,A,Letter Grade,A+,Intermd Amharic B
1,27258,,27258,,27258,Shiferaw Assefa,,African American Studies,21B,1,A,Letter Grade,A,Intermd Amharic B
11,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,A,Letter Grade,A+,Glob & Min Am Comm
50,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,A,Letter Grade,A,Glob & Min Am Comm
14,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,A,Letter Grade,A-,Glob & Min Am Comm
3,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,B,Letter Grade,B+,Glob & Min Am Comm
2,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,B,Letter Grade,B,Glob & Min Am Comm
3,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,F,Letter Grade,F,Glob & Min Am Comm
6,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,Credit,Non-Letter Grade,Pass,Glob & Min Am Comm
1,21348,,21348,,21348,Nitoshia Ford; Cherod Johnson; Frederick Vincent,,African American Studies,28AC,001,No Credit,Non-Letter Grade,Not Pass,Glob & Min Am Comm
9,17360,,17360,,17360,Juana Maria Rodriguez; Sonia Suarez; Gabrielle Williams,,African American Studies,98BC,001,Credit,Non-Letter Grade,Pass,Directed Group Stud
9,17361,,17361,,17361,Juana Maria Rodriguez; Sonia Suarez; Gabrielle Williams,,African American Studies,98BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
23,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,A,Letter Grade,A,Black Intllctl Thgh
23,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,A,Letter Grade,A-,Black Intllctl Thgh
2,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,B,Letter Grade,B+,Black Intllctl Thgh
1,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,B,Letter Grade,B,Black Intllctl Thgh
1,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,C,Letter Grade,C,Black Intllctl Thgh
2,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,F,Letter Grade,F,Black Intllctl Thgh
5,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,Credit,Non-Letter Grade,Pass,Black Intllctl Thgh
2,25042,,25042,,25042,Leigh Raiford; Kevin Rigby,,African American Studies,100,001,No Credit,Non-Letter Grade,Not Pass,Black Intllctl Thgh
23,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,A,Letter Grade,A,Pol/Eco Dev 3rd Wld
23,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,A,Letter Grade,A-,Pol/Eco Dev 3rd Wld
4,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,B,Letter Grade,B+,Pol/Eco Dev 3rd Wld
2,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,B,Letter Grade,B,Pol/Eco Dev 3rd Wld
1,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,B,Letter Grade,B-,Pol/Eco Dev 3rd Wld
2,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,F,Letter Grade,F,Pol/Eco Dev 3rd Wld
15,30940,,30940,,30940,Tianna Paschel,,African American Studies,112A,001,Credit,Non-Letter Grade,Pass,Pol/Eco Dev 3rd Wld
5,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A+,Lang Soc Iss Africa
13,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A,Lang Soc Iss Africa
6,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A-,Lang Soc Iss Africa
5,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,B,Letter Grade,B+,Lang Soc Iss Africa
3,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,B,Letter Grade,B,Lang Soc Iss Africa
2,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,B,Letter Grade,B-,Lang Soc Iss Africa
1,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,C,Letter Grade,C+,Lang Soc Iss Africa
1,25708,,25708,,25708,Sam Mchombo,,African American Studies,115,001,Credit,Non-Letter Grade,Pass,Lang Soc Iss Africa
5,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,A,Letter Grade,A,Africa From Revolut
4,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,A,Letter Grade,A-,Africa From Revolut
4,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,B,Letter Grade,B+,Africa From Revolut
8,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,B,Letter Grade,B,Africa From Revolut
3,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,B,Letter Grade,B-,Africa From Revolut
1,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,C,Letter Grade,C+,Africa From Revolut
1,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,C,Letter Grade,C,Africa From Revolut
6,24839,,24839,,24839,G Ugo Nwokeji,,African American Studies,120,001,Credit,Non-Letter Grade,Pass,Africa From Revolut
16,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,A,Letter Grade,A+,Race Urban Sch
4,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,A,Letter Grade,A,Race Urban Sch
10,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,A,Letter Grade,A-,Race Urban Sch
4,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,B,Letter Grade,B+,Race Urban Sch
1,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,B,Letter Grade,B,Race Urban Sch
2,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,B,Letter Grade,B-,Race Urban Sch
2,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,F,Letter Grade,F,Race Urban Sch
6,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,Credit,Non-Letter Grade,Pass,Race Urban Sch
1,30924,,30924,,30924,Travis Bristol; Christian Gordon; Caleb Dawson,,African American Studies,C133A,001,No Credit,Non-Letter Grade,Not Pass,Race Urban Sch
7,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,A,Letter Grade,A+,Neo-Slave Narrative
8,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,A,Letter Grade,A,Neo-Slave Narrative
3,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,A,Letter Grade,A-,Neo-Slave Narrative
1,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,B,Letter Grade,B+,Neo-Slave Narrative
7,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,B,Letter Grade,B,Neo-Slave Narrative
1,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,C,Letter Grade,C-,Neo-Slave Narrative
4,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,Credit,Non-Letter Grade,Pass,Neo-Slave Narrative
3,26534,,26534,,26534,Darieck Scott,,African American Studies,152F,1,No Credit,Non-Letter Grade,Not Pass,Neo-Slave Narrative
5,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,A,Letter Grade,A+,Spec Top Afam Lit
6,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,A,Letter Grade,A,Spec Top Afam Lit
1,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,A,Letter Grade,A-,Spec Top Afam Lit
1,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,B,Letter Grade,B,Spec Top Afam Lit
1,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,B,Letter Grade,B-,Spec Top Afam Lit
3,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,Credit,Non-Letter Grade,Pass,Spec Top Afam Lit
1,21376,,21376,,21376,Chiyuma Elliott,,African American Studies,159,001,Credit,Non-Letter Grade,Satisfactory,Spec Top Afam Lit
9,24767,,24767,,24767,Takiyah Jackson,,African American Studies,194B,001,A,Letter Grade,A+,Aatp Seminar
23,24767,,24767,,24767,Takiyah Jackson,,African American Studies,194B,001,A,Letter Grade,A,Aatp Seminar
1,24767,,24767,,24767,Takiyah Jackson,,African American Studies,194B,001,D,Letter Grade,D,Aatp Seminar
1,24767,,24767,,24767,Takiyah Jackson,,African American Studies,194B,001,Credit,Non-Letter Grade,Pass,Aatp Seminar
3,25403,,25403,,25403,Ula Taylor; Rachel Anspach,,African American Studies,H195,001,A,Letter Grade,A,Sr Honors Thesis
4,15671,,15671,,15671,Ula Taylor,,African American Studies,197,001,Credit,Non-Letter Grade,Pass,Field Study
23,15672,,15672,,15672,Tianna Paschel,,African American Studies,197,002,Credit,Non-Letter Grade,Pass,Field Study
2,33953,,33953,,33953,Takiyah Jackson,,African American Studies,197,103,Credit,Non-Letter Grade,Pass,Field Study
4,21377,,21377,,21377,Ula Taylor,,African American Studies,198,001,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,21377,,21377,,21377,Ula Taylor,,African American Studies,198,001,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
10,17358,,17358,,17358,Juana Maria Rodriguez; Sonia Suarez; Gabrielle Williams,,African American Studies,198BC,001,Credit,Non-Letter Grade,Pass,Directed Group Stud
9,17359,,17359,,17359,Juana Maria Rodriguez; Sonia Suarez; Gabrielle Williams,,African American Studies,198BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
1,18536,,18536,,18536,G Ugo Nwokeji,,African American Studies,199,001,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,25710,,25710,,25710,Chiyuma Elliott,,African American Studies,240,001,A,Letter Grade,A+,Spec Topics
4,25710,,25710,,25710,Chiyuma Elliott,,African American Studies,240,001,A,Letter Grade,A,Spec Topics
1,25710,,25710,,25710,Chiyuma Elliott,,African American Studies,240,001,Credit,Non-Letter Grade,Satisfactory,Spec Topics
1,30942,,30942,,30942,Darieck Scott,,African American Studies,240,002,A,Letter Grade,A-,Spec Topics
10,30943,,30943,,30943,Michael Cohen,,African American Studies,240,003,A,Letter Grade,A,Spec Topics
1,30943,,30943,,30943,Michael Cohen,,African American Studies,240,003,F,Letter Grade,F,Spec Topics
3,30945,,30945,,30945,John Powell,,African American Studies,250,001,A,Letter Grade,A,Black Intellectuals
1,30945,,30945,,30945,John Powell,,African American Studies,250,001,B,Letter Grade,B+,Black Intellectuals
8,19669,,19669,,19669,Brandi Catanese,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
1,17385,,17385,,17385,Tianna Paschel,,African American Studies,299,001,A,Letter Grade,A,Ind Stdy/Res
3,19670,,19670,,19670,Brandi Catanese,,African American Studies,601,001,Credit,Non-Letter Grade,Satisfactory,Indiv Study: Ma
9,19671,,19671,,19671,Brandi Catanese,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
2,27282,,27282,,27282,Larry Karp; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A+,Issues In Agri Econ
5,27282,,27282,,27282,Larry Karp; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A,Issues In Agri Econ
3,27282,,27282,,27282,Larry Karp; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A-,Issues In Agri Econ
1,27282,,27282,,27282,Larry Karp; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,B,Letter Grade,B+,Issues In Agri Econ
1,27282,,27282,,27282,Larry Karp; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,B,Letter Grade,B,Issues In Agri Econ
1,27282,,27282,,27282,Larry Karp; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,No Credit,Non-Letter Grade,Not Pass,Issues In Agri Econ
6,27284,,27284,,27284,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A,Econometrics 2
7,27284,,27284,,27284,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A-,Econometrics 2
2,27284,,27284,,27284,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B+,Econometrics 2
1,27284,,27284,,27284,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B,Econometrics 2
1,27284,,27284,,27284,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,Credit,Non-Letter Grade,Satisfactory,Econometrics 2
3,27286,,27286,,27286,Ethan Ligon,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A,Econometric Proj
3,27286,,27286,,27286,Ethan Ligon,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A-,Econometric Proj
5,27286,,27286,,27286,Ethan Ligon,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B+,Econometric Proj
1,27286,,27286,,27286,Ethan Ligon,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B,Econometric Proj
2,27287,,27287,,27287,Brian Wright; David Zilberman,,Ag & Resource Econ & Pol,242,001,A,Letter Grade,A,Quant Policy Anlys
4,27288,,27288,,27288,David Zilberman,,Ag & Resource Econ & Pol,249,001,Credit,Non-Letter Grade,Satisfactory,Policy Workshop
14,27289,,27289,,27289,Ethan Ligon,,Ag & Resource Econ & Pol,259,001,Credit,Non-Letter Grade,Satisfactory,Development Wkshop
5,27290,,27290,,27290,Meredith Fowlie; James Sallee,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A,Emp Energy Env Econ
1,27290,,27290,,27290,Meredith Fowlie; James Sallee,,Ag & Resource Econ & Pol,264,001,B,Letter Grade,B+,Emp Energy Env Econ
1,27290,,27290,,27290,Meredith Fowlie; James Sallee,,Ag & Resource Econ & Pol,264,001,Credit,Non-Letter Grade,Satisfactory,Emp Energy Env Econ
12,27291,,27291,,27291,Meredith Fowlie,,Ag & Resource Econ & Pol,269,001,Credit,Non-Letter Grade,Satisfactory,Resources Workshop
1,16045,,16045,,16045,Alain Dejanvry,,Ag & Resource Econ & Pol,298,003,Credit,Non-Letter Grade,Satisfactory,Special Study
1,16047,,16047,,16047,Meredith Fowlie,,Ag & Resource Econ & Pol,298,005,A,Letter Grade,A-,Special Study
1,16056,,16056,,16056,James Sallee,,Ag & Resource Econ & Pol,298,014,A,Letter Grade,A,Special Study
1,16062,,16062,,16062,David Roland Holst,,Ag & Resource Econ & Pol,298,020,Credit,Non-Letter Grade,Satisfactory,Special Study
2,16065,,16065,,16065,David Zilberman,,Ag & Resource Econ & Pol,299,003,Credit,Non-Letter Grade,Satisfactory,Individual Research
3,16068,,16068,,16068,Meredith Fowlie,,Ag & Resource Econ & Pol,299,006,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,16070,,16070,,16070,Larry Karp,,Ag & Resource Econ & Pol,299,008,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,16071,,16071,,16071,Ethan Ligon,,Ag & Resource Econ & Pol,299,009,Credit,Non-Letter Grade,Satisfactory,Individual Research
4,16072,,16072,,16072,Jeremy Magruder,,Ag & Resource Econ & Pol,299,010,Credit,Non-Letter Grade,Satisfactory,Individual Research
4,16079,,16079,,16079,James Sallee,,Ag & Resource Econ & Pol,299,017,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,16081,,16081,,16081,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,019,Credit,Non-Letter Grade,Satisfactory,Individual Research
3,16083,,16083,,16083,David Roland Holst,,Ag & Resource Econ & Pol,299,021,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,18606,,18606,,18606,Michael Anderson,,Ag & Resource Econ & Pol,602,001,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
2,18607,,18607,,18607,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,002,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
2,18610,,18610,,18610,Thibault Fally,,Ag & Resource Econ & Pol,602,005,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
4,18611,,18611,,18611,Meredith Fowlie,,Ag & Resource Econ & Pol,602,006,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
3,18612,,18612,,18612,Joseph Shapiro,,Ag & Resource Econ & Pol,602,007,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
4,18614,,18614,,18614,Ethan Ligon,,Ag & Resource Econ & Pol,602,009,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
3,18615,,18615,,18615,Jeremy Magruder,,Ag & Resource Econ & Pol,602,010,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
1,18616,,18616,,18616,Jeffrey Perloff,,Ag & Resource Econ & Pol,602,011,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
