Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,17418,,17418,,17418,Chiyuma Elliott,,African American Studies,299,004,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,19782,,19782,,19782,Brandi Catanese,,African American Studies,601,001,Credit,Non-Letter Grade,Satisfactory,Indiv Study: Ma
7,19783,,19783,,19783,Brandi Catanese,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
3,27083,,27083,,27083,Jeffrey Perloff; Thibault Fally,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A+,Issues In Agri Econ
2,27083,,27083,,27083,Jeffrey Perloff; Thibault Fally,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A,Issues In Agri Econ
2,27083,,27083,,27083,Jeffrey Perloff; Thibault Fally,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A-,Issues In Agri Econ
1,27083,,27083,,27083,Jeffrey Perloff; Thibault Fally,,Ag & Resource Econ & Pol,202,001,B,Letter Grade,B+,Issues In Agri Econ
1,27083,,27083,,27083,Jeffrey Perloff; Thibault Fally,,Ag & Resource Econ & Pol,202,001,B,Letter Grade,B-,Issues In Agri Econ
2,27085,,27085,,27085,Armando Levy,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A+,Econometrics 2
6,27085,,27085,,27085,Armando Levy,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A,Econometrics 2
7,27085,,27085,,27085,Armando Levy,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A-,Econometrics 2
4,27085,,27085,,27085,Armando Levy,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B+,Econometrics 2
3,27085,,27085,,27085,Armando Levy,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B,Econometrics 2
1,27085,,27085,,27085,Armando Levy,,Ag & Resource Econ & Pol,212,001,Credit,Non-Letter Grade,Satisfactory,Econometrics 2
5,27087,,27087,,27087,Ethan Ligon; Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A,Econometric Proj
1,27087,,27087,,27087,Ethan Ligon; Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A-,Econometric Proj
2,27087,,27087,,27087,Ethan Ligon; Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B+,Econometric Proj
2,27087,,27087,,27087,Ethan Ligon; Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B,Econometric Proj
2,27581,,27581,,27581,Thibault Fally,,Ag & Resource Econ & Pol,239,001,Credit,Non-Letter Grade,Satisfactory,Mkts & Trade Wkshop
1,27089,,27089,,27089,David Zilberman,,Ag & Resource Econ & Pol,249,001,Credit,Non-Letter Grade,Satisfactory,Policy Workshop
3,27090,,27090,,27090,Aprajit Mahajan; Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,259,001,Credit,Non-Letter Grade,Satisfactory,Development Wkshop
7,27091,,27091,,27091,James Sallee; Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A,Emp Energy Env Econ
1,27091,,27091,,27091,James Sallee; Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A-,Emp Energy Env Econ
9,27092,,27092,,27092,Meredith Fowlie; Ronald Walker; Severin Borenstein,,Ag & Resource Econ & Pol,269,001,Credit,Non-Letter Grade,Satisfactory,Resources Workshop
1,27092,,27092,,27092,Meredith Fowlie; Ronald Walker; Severin Borenstein,,Ag & Resource Econ & Pol,269,001,No Credit,Non-Letter Grade,Unsatisfactory,Resources Workshop
1,15902,,15902,,15902,Alain Dejanvry,,Ag & Resource Econ & Pol,298,004,Credit,Non-Letter Grade,Satisfactory,Special Study
1,15908,,15908,,15908,Jeremy Magruder,,Ag & Resource Econ & Pol,298,010,A,Letter Grade,A,Special Study
1,15911,,15911,,15911,David Roland Holst,,Ag & Resource Econ & Pol,298,013,Credit,Non-Letter Grade,Satisfactory,Special Study
1,15912,,15912,,15912,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,298,014,A,Letter Grade,A,Special Study
1,15917,,15917,,15917,David Zilberman,,Ag & Resource Econ & Pol,298,019,Credit,Non-Letter Grade,Satisfactory,Special Study
3,15919,,15919,,15919,Michael Anderson,,Ag & Resource Econ & Pol,299,001,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,15920,,15920,,15920,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,002,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,15922,,15922,,15922,Alain Dejanvry,,Ag & Resource Econ & Pol,299,004,Credit,Non-Letter Grade,Satisfactory,Individual Research
4,15924,,15924,,15924,Meredith Fowlie,,Ag & Resource Econ & Pol,299,006,Credit,Non-Letter Grade,Satisfactory,Individual Research
4,15925,,15925,,15925,Aprajit Mahajan,,Ag & Resource Econ & Pol,299,007,Credit,Non-Letter Grade,Satisfactory,Individual Research
5,15928,,15928,,15928,Jeremy Magruder,,Ag & Resource Econ & Pol,299,010,Credit,Non-Letter Grade,Satisfactory,Individual Research
