Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,23992,,23992,,23992,Darieck Scott; Nadia Ellis,,African American Studies,240,001,Credit,Non-Letter Grade,Satisfactory,Spec Topics
9,18513,,18513,,18513,Brandi Catanese,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
4,17180,,17180,,17180,Nikki Jones,,African American Studies,299,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,17182,,17182,,17182,Michael Cohen; -,,African American Studies,299,003,A,Letter Grade,A,Ind Stdy/Res
7,18515,,18515,,18515,Brandi Catanese,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
2,25935,,25935,,25935,David Sunding; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A+,Issues In Agri Econ
2,25935,,25935,,25935,David Sunding; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A,Issues In Agri Econ
4,25935,,25935,,25935,David Sunding; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,A,Letter Grade,A-,Issues In Agri Econ
1,25935,,25935,,25935,David Sunding; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,B,Letter Grade,B+,Issues In Agri Econ
4,25935,,25935,,25935,David Sunding; Jeffrey Perloff,,Ag & Resource Econ & Pol,202,001,Credit,Non-Letter Grade,Satisfactory,Issues In Agri Econ
7,25937,,25937,,25937,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A,Econometrics 2
1,25937,,25937,,25937,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,A,Letter Grade,A-,Econometrics 2
1,25937,,25937,,25937,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,B,Letter Grade,B,Econometrics 2
9,25937,,25937,,25937,Ethan Ligon; Sofia Villas-Boas,,Ag & Resource Econ & Pol,212,001,Credit,Non-Letter Grade,Satisfactory,Econometrics 2
3,25939,,25939,,25939,Ethan Ligon; Joseph Shapiro,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A,Econometric Proj
3,25939,,25939,,25939,Ethan Ligon; Joseph Shapiro,,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A-,Econometric Proj
1,25939,,25939,,25939,Ethan Ligon; Joseph Shapiro,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B+,Econometric Proj
1,25939,,25939,,25939,Ethan Ligon; Joseph Shapiro,,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B,Econometric Proj
3,26420,,26420,,26420,Larry Karp,,Ag & Resource Econ & Pol,239,001,Credit,Non-Letter Grade,Satisfactory,Mkts & Trade Wkshop
2,25941,,25941,,25941,David Zilberman,,Ag & Resource Econ & Pol,249,001,Credit,Non-Letter Grade,Satisfactory,Policy Workshop
17,25942,,25942,,25942,Ethan Ligon,,Ag & Resource Econ & Pol,259,001,Credit,Non-Letter Grade,Satisfactory,Development Wkshop
1,25943,,25943,,25943,Joseph Shapiro; Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A,Emp Energy Env Econ
3,25943,,25943,,25943,Joseph Shapiro; Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,A,Letter Grade,A-,Emp Energy Env Econ
1,25943,,25943,,25943,Joseph Shapiro; Meredith Fowlie,,Ag & Resource Econ & Pol,264,001,Credit,Non-Letter Grade,Satisfactory,Emp Energy Env Econ
15,25944,,25944,,25944,Joseph Shapiro; Meredith Fowlie,,Ag & Resource Econ & Pol,269,001,Credit,Non-Letter Grade,Satisfactory,Resources Workshop
1,25567,,25567,,25567,Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,298,006,A,Letter Grade,A+,Special Study
3,25582,,25582,,25582,Michael Anderson,,Ag & Resource Econ & Pol,299,001,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,25583,,25583,,25583,Maximilian Auffhammer,,Ag & Resource Econ & Pol,299,002,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,25584,,25584,,25584,David Zilberman,,Ag & Resource Econ & Pol,299,003,Credit,Non-Letter Grade,Satisfactory,Individual Research
3,25587,,25587,,25587,Meredith Fowlie,,Ag & Resource Econ & Pol,299,006,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,25588,,25588,,25588,Aprajit Mahajan,,Ag & Resource Econ & Pol,299,007,Credit,Non-Letter Grade,Satisfactory,Individual Research
4,25591,,25591,,25591,Jeremy Magruder,,Ag & Resource Econ & Pol,299,010,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,25592,,25592,,25592,Jeffrey Perloff,,Ag & Resource Econ & Pol,299,011,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,25593,,25593,,25593,Gordon Rausser,,Ag & Resource Econ & Pol,299,012,Credit,Non-Letter Grade,Satisfactory,Individual Research
3,25595,,25595,,25595,Elisabeth Sadoulet,,Ag & Resource Econ & Pol,299,014,Credit,Non-Letter Grade,Satisfactory,Individual Research
4,25598,,25598,,25598,James Sallee,,Ag & Resource Econ & Pol,299,017,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,25599,,25599,,25599,Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,299,018,Credit,Non-Letter Grade,Satisfactory,Individual Research
1,25600,,25600,,25600,Sofia Villas-Boas,,Ag & Resource Econ & Pol,299,019,Credit,Non-Letter Grade,Satisfactory,Individual Research
5,33665,,33665,,33665,David Roland Holst,,Ag & Resource Econ & Pol,299,021,Credit,Non-Letter Grade,Satisfactory,Individual Research
2,25740,,25740,,25740,Michael Anderson,,Ag & Resource Econ & Pol,602,001,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
2,25741,,25741,,25741,Maximilian Auffhammer,,Ag & Resource Econ & Pol,602,002,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
1,25742,,25742,,25742,Marco Gonzalez-Navarro,,Ag & Resource Econ & Pol,602,003,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
2,25744,,25744,,25744,Thibault Fally,,Ag & Resource Econ & Pol,602,005,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
4,25745,,25745,,25745,Meredith Fowlie,,Ag & Resource Econ & Pol,602,006,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
3,25746,,25746,,25746,Joseph Shapiro,,Ag & Resource Econ & Pol,602,007,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
1,25747,,25747,,25747,Larry Karp,,Ag & Resource Econ & Pol,602,008,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
3,25749,,25749,,25749,Jeremy Magruder,,Ag & Resource Econ & Pol,602,010,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
2,25754,,25754,,25754,Sofia Villas-Boas,,Ag & Resource Econ & Pol,602,015,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
1,25755,,25755,,25755,Brian Wright,,Ag & Resource Econ & Pol,602,016,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
1,25756,,25756,,25756,David Zilberman,,Ag & Resource Econ & Pol,602,017,Credit,Non-Letter Grade,Satisfactory,"Ind Study, Doctorat"
5,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,A,Letter Grade,A,Intro American Stdy
2,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,A,Letter Grade,A-,Intro American Stdy
1,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,B,Letter Grade,B+,Intro American Stdy
3,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,B,Letter Grade,B,Intro American Stdy
1,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,B,Letter Grade,B-,Intro American Stdy
1,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,C,Letter Grade,C+,Intro American Stdy
2,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,C,Letter Grade,C,Intro American Stdy
1,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,F,Letter Grade,F,Intro American Stdy
32,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,Credit,Non-Letter Grade,Pass,Intro American Stdy
4,18860,,18860,,18860,Christine Palmer; Mark Brilliant,,American Studies,10,001,No Credit,Non-Letter Grade,Not Pass,Intro American Stdy
8,33451,,33451,,33451,Michael Cohen,,American Studies,98,001,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,18863,,18863,,18863,Sarah Gold Mcbride,,American Studies,101,001,A,Letter Grade,A,Us Cultures In Time
5,18863,,18863,,18863,Sarah Gold Mcbride,,American Studies,101,001,A,Letter Grade,A-,Us Cultures In Time
9,18863,,18863,,18863,Sarah Gold Mcbride,,American Studies,101,001,B,Letter Grade,B+,Us Cultures In Time
1,18863,,18863,,18863,Sarah Gold Mcbride,,American Studies,101,001,B,Letter Grade,B,Us Cultures In Time
42,18863,,18863,,18863,Sarah Gold Mcbride,,American Studies,101,001,Credit,Non-Letter Grade,Pass,Us Cultures In Time
17,18864,,18864,,18864,Jon Winet,,American Studies,102,001,A,Letter Grade,A,Us Cultures/Place
3,18864,,18864,,18864,Jon Winet,,American Studies,102,001,B,Letter Grade,B+,Us Cultures/Place
16,18864,,18864,,18864,Jon Winet,,American Studies,102,001,Credit,Non-Letter Grade,Pass,Us Cultures/Place
4,18864,,18864,,18864,Jon Winet,,American Studies,102,001,No Credit,Non-Letter Grade,Not Pass,Us Cultures/Place
1,31061,,31061,,31061,Alexander Craghead,,American Studies,102,002,A,Letter Grade,A,Us Cultures/Place
3,31061,,31061,,31061,Alexander Craghead,,American Studies,102,002,B,Letter Grade,B,Us Cultures/Place
6,31061,,31061,,31061,Alexander Craghead,,American Studies,102,002,Credit,Non-Letter Grade,Pass,Us Cultures/Place
2,31061,,31061,,31061,Alexander Craghead,,American Studies,102,002,No Credit,Non-Letter Grade,Not Pass,Us Cultures/Place
2,22910,,22910,,22910,Greg Castillo; Scott Saul,,American Studies,102,003,A,Letter Grade,A+,Us Cultures/Place
3,22910,,22910,,22910,Greg Castillo; Scott Saul,,American Studies,102,003,A,Letter Grade,A,Us Cultures/Place
1,22910,,22910,,22910,Greg Castillo; Scott Saul,,American Studies,102,003,Credit,Non-Letter Grade,Pass,Us Cultures/Place
8,30343,,30343,,30343,Christine Palmer,,American Studies,H110,001,A,Letter Grade,A,Honors Seminar
4,30343,,30343,,30343,Christine Palmer,,American Studies,H110,001,Credit,Non-Letter Grade,Pass,Honors Seminar
1,22367,,22367,,22367,Scott Saul,,American Studies,C111E,001,A,Letter Grade,A,Topics In Amer Stud
1,22367,,22367,,22367,Scott Saul,,American Studies,C111E,001,A,Letter Grade,A-,Topics In Amer Stud
10,22367,,22367,,22367,Scott Saul,,American Studies,C111E,001,Credit,Non-Letter Grade,Pass,Topics In Amer Stud
1,16049,,16049,,16049,Sarah Gold Mcbride,,American Studies,191,001,A,Letter Grade,A,Senior Seminar
2,16049,,16049,,16049,Sarah Gold Mcbride,,American Studies,191,001,A,Letter Grade,A-,Senior Seminar
1,16049,,16049,,16049,Sarah Gold Mcbride,,American Studies,191,001,B,Letter Grade,B+,Senior Seminar
1,16049,,16049,,16049,Sarah Gold Mcbride,,American Studies,191,001,B,Letter Grade,B,Senior Seminar
10,16049,,16049,,16049,Sarah Gold Mcbride,,American Studies,191,001,Credit,Non-Letter Grade,Pass,Senior Seminar
1,16050,,16050,,16050,Michael Cohen,,American Studies,191,002,A,Letter Grade,A,Senior Seminar
10,16050,,16050,,16050,Michael Cohen,,American Studies,191,002,Credit,Non-Letter Grade,Pass,Senior Seminar
1,16050,,16050,,16050,Michael Cohen,,American Studies,191,002,No Credit,Non-Letter Grade,Not Pass,Senior Seminar
2,16051,,16051,,16051,Sarah Gold Mcbride,,American Studies,191,003,A,Letter Grade,A-,Senior Seminar
5,16051,,16051,,16051,Sarah Gold Mcbride,,American Studies,191,003,Credit,Non-Letter Grade,Pass,Senior Seminar
4,18517,,18517,,18517,Christine Palmer,,American Studies,H195,001,A,Letter Grade,A,Honors Thesis
8,18517,,18517,,18517,Christine Palmer,,American Studies,H195,001,Credit,Non-Letter Grade,Pass,Honors Thesis
2,16053,,16053,,16053,Michael Cohen,,American Studies,199,002,Credit,Non-Letter Grade,Pass,Superv Indep Study
4,32500,,32500,,32500,Emily Mackil; Kim Shelton,,Anc Hist & Medit Archae,210,001,A,Letter Grade,A,Ahma Seminar
1,32500,,32500,,32500,Emily Mackil; Kim Shelton,,Anc Hist & Medit Archae,210,001,A,Letter Grade,A-,Ahma Seminar
2,24720,,24720,,24720,Emily Mackil,,Anc Hist & Medit Archae,299,001,Credit,Non-Letter Grade,Satisfactory,Superv Indep Study
1,24749,,24749,,24749,Emily Mackil,,Anc Hist & Medit Archae,299,002,Credit,Non-Letter Grade,Satisfactory,Superv Indep Study
1,33489,,33489,,33489,Emily Mackil,,Anc Hist & Medit Archae,299,003,Credit,Non-Letter Grade,Satisfactory,Superv Indep Study
1,33688,,33688,,33688,Kim Shelton,,Anc Hist & Medit Archae,299,004,Credit,Non-Letter Grade,Satisfactory,Superv Indep Study
1,33863,,33863,,33863,Benjamin Porter,,Anc Hist & Medit Archae,299,005,A,Letter Grade,A,Superv Indep Study
38,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,A,Letter Grade,A+,Intro To Bio Anthro
24,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,A,Letter Grade,A,Intro To Bio Anthro
9,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,A,Letter Grade,A-,Intro To Bio Anthro
4,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,B,Letter Grade,B+,Intro To Bio Anthro
7,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,B,Letter Grade,B,Intro To Bio Anthro
1,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,B,Letter Grade,B-,Intro To Bio Anthro
1,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,C,Letter Grade,C+,Intro To Bio Anthro
1,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,C,Letter Grade,C,Intro To Bio Anthro
1,18866,,18866,,18866,Sabrina Agarwal,,Anthropology,1,001,C,Letter Grade,C-,Intro To Bio Anthro
